,Unnamed: 0,Unnamed: 1,Unnamed: 2,Missing values,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
456,p18e,Teacher questionnaire,Categorical,0.87689672,0.84925885,0.0712055,0.09823911,1,0.80364742,0.80278703,1,0.82890959,1,No,No,No,Individual training topic: Speaking another language
457,p18f,Teacher questionnaire,Categorical,0.73558492,0.75312636,0.0712055,0.09823911,1,0.6218845,0.73189942,1,0.74323848,1,No,No,No,Individual training topic: School environment
458,p18g,Teacher questionnaire,Categorical,0.8463534,0.8702139,0.0712055,0.09823911,1,0.61398176,0.59588004,1,0.66074037,1,No,No,No,Individual training topic: Other
459,p18h,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.33556231,0.37715844,1,0.52208512,1,No,No,No,Individual training topic: Didactic methodology
460,p18i,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.63404255,0.70069676,1,0.74736842,1,No,No,No,Individual training topic: Evaluation
461,p19,Teacher questionnaire,Categorical,0.40837004,0.40896142,1,1,1,1,1,1,1,1,No,No,No,Degree of agreement: The training offer of the Administration responds to the needs of the teaching staff
462,p20,Teacher questionnaire,Categorical,0.40817425,0.40775433,0.0712055,0.09823911,1,0.09392097,0.10057558,1,0.25021405,1,No,No,No,Incidence of training in your teaching practice
463,p21a,Teacher questionnaire,Categorical,0.3413118,0.37525952,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"In class, your students: Suggest activities"
464,p21b,Teacher questionnaire,Categorical,0.34547234,0.38018444,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"In class, your students: Take notes and/or make summaries"
465,p21c,Teacher questionnaire,Categorical,0.34566814,0.3779634,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"In class, your students: Do the proposed activities"
466,p21d,Teacher questionnaire,Categorical,0.34052863,0.3768046,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22180811,1,No,No,No,"In class, your students: Listen to the explanations"
467,p21e,Teacher questionnaire,Categorical,0.34248654,0.37482497,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"In class, your students: Ask what they don't understand"
468,p21f,Teacher questionnaire,Categorical,0.34302496,0.37501811,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"In class, your students: Work individually"
469,p22a,Teacher questionnaire,Categorical,0.34165443,0.37091401,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22145555,1,No,No,No,"Methodologically, in the classroom: I do team activities"
470,p22b,Teacher questionnaire,Categorical,0.34180127,0.36961035,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22145555,1,No,No,No,"Methodologically, in the classroom: I propose topics to research and debate"
471,p22c,Teacher questionnaire,Categorical,0.3443955,0.37569408,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22145555,1,No,No,No,"Methodologically, in the classroom: I promote public presentation of works"
472,p22d,Teacher questionnaire,Categorical,0.34317181,0.37076916,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22140519,1,No,No,No,"Methodologically, in the classroom: I take into account self-evaluations"
473,p22e,Teacher questionnaire,Categorical,0.34052863,0.37130028,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22140519,1,No,No,No,"Methodologically, in the classroom: I adapt the tasks to the reality of the student"
474,p22f,Teacher questionnaire,Categorical,0.34096916,0.37052774,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,"Methodologically, in the classroom: I promote student interactions"
475,p22g,Teacher questionnaire,Categorical,0.33974547,0.37231423,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22150592,1,No,No,No,"Methodologically, in the classroom: I ask while I explain"
476,p23a,Teacher questionnaire,Categorical,0.34527655,0.37371445,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22488038,1,No,No,No,Resources used in class: textbook
477,p23b,Teacher questionnaire,Categorical,0.34322075,0.37777027,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Resources used in class: library books
478,p23c,Teacher questionnaire,Categorical,0.34297602,0.38071556,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.2209519,1,No,No,No,Resources used in class: newspapers or magazines
479,p23d,Teacher questionnaire,Categorical,0.35085658,0.3826469,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Resources used in class: computers or tablets
480,p23e,Teacher questionnaire,Categorical,0.34419971,0.37637004,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22054898,1,No,No,No,"Resources used in class: videos, images"
481,p23f,Teacher questionnaire,Categorical,0.34366128,0.37970161,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22135482,1,No,No,No,Resources used in class: school agenda
482,p23g,Teacher questionnaire,Categorical,0.34219285,0.3744387,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Resources used in class: material prepared by teachers
483,p23h,Teacher questionnaire,Categorical,0.34082232,0.37245908,1,1,1,0.07142857,0.09027567,1,0.22039788,1,No,No,No,Resources used in class: digital whiteboard
484,p23i,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,No,No,Resources used in class: material prepared by me
485,p24a,Teacher questionnaire,Categorical,0.33964758,0.37641833,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22352052,1,No,No,No,Evaluation: I ask questions before starting a topic
486,p24b,Teacher questionnaire,Categorical,0.34371023,0.37221766,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22271468,1,No,No,No,Evaluation: I do tests after each topic
487,p24c,Teacher questionnaire,Categorical,0.35012237,0.37506639,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22271468,1,No,No,No,Evaluation: I do quarterly written tests
488,p24d,Teacher questionnaire,Categorical,0.34557024,0.38061899,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22170738,1,No,No,No,Evaluation: I correct homework and notebooks
489,p24e,Teacher questionnaire,Categorical,0.3443955,0.37516296,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22397381,1,No,No,No,Evaluation: I review activities in class
490,p24f,Teacher questionnaire,Categorical,0.34322075,0.3738593,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22271468,1,No,No,No,Evaluation: I do oral exams
491,p24g,Teacher questionnaire,Categorical,0.34488497,0.3779634,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22185847,1,No,No,No,Evaluation: I take into account  self-evaluations
492,p24h,Teacher questionnaire,Categorical,0.34400392,0.37250736,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22170738,1,No,No,No,Evaluation: I value interest and participation
493,p24i,Teacher questionnaire,Categorical,0.34282917,0.37337647,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22432637,1,No,No,No,Evaluation: I value the behavior
494,p24j,Teacher questionnaire,Categorical,0.35947137,0.38211578,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22170738,1,No,No,No,Evaluation: I take into account peer evaluation
495,p24k,Teacher questionnaire,Categorical,0.34605972,0.37719086,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22170738,1,No,No,No,Evaluation: I use evaluation rubrics
496,p25,Teacher questionnaire,Categorical,0.34175233,0.37197624,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22261395,1,No,No,No,How are the students normally seated in your class?
497,p26,Teacher questionnaire,Categorical,0.34380813,0.37144513,1,1,1,1,1,1,1,1,No,No,No,How do you usually solve behavior problems in class?
498,p26a,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.08449848,0.10481672,1,0.22951398,1,No,No,No,Degree of agreement: How do you solve behavior problems in class?: Students are sent to the principal
499,p26b,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.08449848,0.10481672,1,0.22951398,1,No,No,No,Degree of agreement: How do you solve behavior problems in class?: Students are sent to the management team
500,p26c,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22583732,1,No,No,No,"Degree of agreement: How do you solve behavior problems in class?: It is solved in the class, with the help of the rest of classmates"
501,p26d,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.07781155,0.10481672,1,0.22170738,1,No,No,No,"Degree of agreement: How do you solve behavior problems in class?: It is solved in the class, individually"
502,p27a,Teacher questionnaire,Categorical,0.3464513,0.38288832,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22780156,1,No,No,No,Degree to which your teaching work is hampered by: Lack of materials
503,p27b,Teacher questionnaire,Categorical,0.34571708,0.37637004,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22588769,1,No,No,No,Degree to which your teaching work is hampered by: Lack of computers
504,p27c,Teacher questionnaire,Categorical,0.35281449,0.37699773,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22593805,1,No,No,No,Degree to which your teaching work is hampered by: Poor internet connection
505,p27d,Teacher questionnaire,Categorical,0.35374449,0.37820482,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22462856,1,No,No,No,Degree to which your teaching work is hampered by: Insufficient computer software
506,p27e,Teacher questionnaire,Categorical,0.34806657,0.37608034,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22593805,1,No,No,No,Degree to which your teaching work is hampered by: Lack of audiovisual materials
507,p27f,Teacher questionnaire,Categorical,0.35271659,0.37511467,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22689499,1,No,No,No,Degree to which your teaching work is hampered by: Lack of library resources
508,p27g,Teacher questionnaire,Categorical,0.34591287,0.37805997,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22790229,1,No,No,No,Degree to which your teaching work is hampered by: Lack of support staff
509,p27h,Teacher questionnaire,Categorical,0.3484092,0.37294191,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22588769,1,No,No,No,Degree to which your teaching work is hampered by: Administrative bureaucracy
510,p28n,Teacher questionnaire,Continuous,0.37376407,0.40239486,0.0712055,0.09823911,1,0.07142857,0.09391094,1,0.22699572,1,No,No,No,Number of collective meetings with families during the academic year
511,p29a,Teacher questionnaire,Categorical,0.34180127,0.37125199,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22477965,1,No,No,No,"In meetings with families, they show interest in: Knowing scores"
512,p29b,Teacher questionnaire,Categorical,0.34292707,0.37361788,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22367162,1,No,No,No,"In meetings with families, they show interest in: Finding out about difficulties in the learning process"
513,p29c,Teacher questionnaire,Categorical,0.34351444,0.37492154,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22467892,1,No,No,No,"In meetings with families, they show interest in: Their children behavior"
514,p29d,Teacher questionnaire,Categorical,0.34537445,0.37410072,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22593805,1,No,No,No,"In meetings with families, they show interest in: Classmates behavior"
515,p29e,Teacher questionnaire,Categorical,0.34189917,0.37303848,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22467892,1,No,No,No,"In meetings with families, they show interest in: Assesment on the teaching-learning process methodology"
516,p30a,Teacher questionnaire,Categorical,0.34444444,0.37284535,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22563586,1,No,No,No,Degree of agreement: Families provide their children with the materials they need
517,p30b,Teacher questionnaire,Categorical,0.34258443,0.37448699,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22563586,1,No,No,No,Degree of agreement: Families control that their children do their homework
518,p30c,Teacher questionnaire,Categorical,0.34356339,0.37501811,0.0712055,0.09823911,1,0.07142857,0.09027567,1,0.22563586,1,No,No,No,Degree of agreement: Families worry about their children class attendance
519,p31d,Teacher questionnaire,Categorical,0.34415076,0.37458355,1,1,1,0.0787234,0.09027567,1,0.22588769,1,No,No,No,How are the relationships: Between teachers and families
520,p32a,Teacher questionnaire,Categorical,0.34473813,0.37641833,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22986653,1,No,Yes,No,Degree of agreement: The school works correctly
521,p32b,Teacher questionnaire,Categorical,0.36035242,0.39017913,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22890959,1,No,Yes,No,Degree of agreement: It is a school of reference
522,p32c,Teacher questionnaire,Categorical,0.34615761,0.37748057,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22996726,1,No,Yes,No,Degree of agreement: I would recommend this school
523,p32d,Teacher questionnaire,Categorical,0.34517866,0.3776737,0.0712055,0.09823911,1,1,1,1,1,1,No,Yes,No,Degree of agreement: I would like to continue in this school
524,p32e,Teacher questionnaire,Categorical,1,1,1,1,1,0.0787234,0.09027567,1,0.22885923,1,No,Yes,No,Degree of agreement: There is a good work environment in the school
525,p34a,Teacher questionnaire,Categorical,0.3443955,0.374149,0.0712055,0.09823911,1,0.0787234,0.09512269,1,0.22885923,1,No,No,No,"The management of the school: Promotes relationships between teachers, students and families"
526,p34b,Teacher questionnaire,Categorical,0.34552129,0.37458355,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22885923,1,No,No,No,The management of the school: Takes into account the opinions of teachers
527,p34c,Teacher questionnaire,Categorical,0.34752814,0.37395587,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22885923,1,No,No,No,The management of the school: Promotes innovative ideas
528,p34d,Teacher questionnaire,Categorical,0.34767499,0.3765149,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22895996,1,No,No,No,The management of the school: Creates a sense of identity
529,p34e,Teacher questionnaire,Categorical,0.35085658,0.37511467,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22901032,1,No,No,No,The management of the school: Promotes teamwork
530,p34f,Teacher questionnaire,Categorical,0.34880078,0.37719086,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22986653,1,No,No,No,The management of the school: Enhance teaching capacities
531,p34g,Teacher questionnaire,Categorical,0.35100343,0.3738593,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.23001763,1,No,No,No,The management of the school: Encourages the Training School Plan (PFC)
532,p41a,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22734827,1,No,Yes,No,Degree of agreement: Advantages of the teaching profession outweigh disadvantages
533,p41b,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22734827,1,No,Yes,No,Degree of agreement: I would choose the teaching profession again
534,p41c,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22739864,1,No,Yes,No,Degree of agreement: I would like to change to another school
535,p41d,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,Yes,No,Degree of agreement: I regret dedicating to teaching
536,p41e,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,Yes,No,Degree of agreement: I enjoy working in this school
537,p41f,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,Yes,No,Degree of agreement: It is better to choose another profession
538,p41g,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22739864,1,No,Yes,No,Degree of agreement: I would recommend this school
539,p41h,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22840594,1,No,Yes,No,Degree of agreement: The teaching profession is highly valued by society
540,p41i,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22739864,1,No,Yes,No,Degree of agreement: I am satisfied with my work at the school
541,p41j,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,1,1,1,1,1,No,Yes,No,Degree of agreement: I am satisfied with my job
542,p141,Teacher questionnaire,Categorical,0.34243759,0.37603206,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22825485,1,No,No,No,Does the center have a Training School Plan (PFC) in which you participate?
543,p171n,Teacher questionnaire,Continuous,0.39520313,0.40572643,0.0712055,0.10349089,1,0.0787234,0.10239321,1,0.24160161,1,No,No,No,Hours of individual training carried out in the last 6 years
544,p172n,Teacher questionnaire,Continuous,1,1,0.149594,0.16774791,1,0.0787234,0.1093608,1,0.24044321,1,No,No,No,"Of the hours of individual training, how many have been through the CEU offer?"
545,p299d,Teacher questionnaire,Categorical,1,1,1,1,1,0.07142857,0.09027567,1,0.22462856,1,No,No,No,"In meetings with families, they show interest in: Discussing their child's relationship with other classmates"
546,p311a,Teacher questionnaire,Categorical,0.34082232,0.37062431,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22588769,1,No,No,No,How are the relationships: Between the students
547,p311b,Teacher questionnaire,Categorical,0.34199706,0.37284535,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22588769,1,No,No,No,How are the relationships like: Between teachers
548,p311c,Teacher questionnaire,Categorical,0.34454234,0.37366617,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22588769,1,No,No,No,How are the relationships: Between teachers and students
549,p311e,Teacher questionnaire,Categorical,0.34630445,0.37472841,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22770083,1,No,No,No,How are the relationships: Between the management team and the families
550,p311f,Teacher questionnaire,Categorical,0.34537445,0.37250736,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22649207,1,No,No,No,How are the relationships: Between the management team and the teaching staff
551,p311g,Teacher questionnaire,Categorical,0.34390602,0.37168654,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22770083,1,No,No,No,How are the relationships: Between the management team and the students
552,p311h,Teacher questionnaire,Categorical,0.34772394,0.37598378,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.22749937,1,No,No,No,How are the relationships: Between the members of the management team
553,p331a,Teacher questionnaire,Categorical,0.34855605,0.3732799,0.54184884,0.64411492,1,0.09544073,0.09451681,1,0.25051624,1,No,No,No,Assessment of the work of: Director/Principal
554,p331b,Teacher questionnaire,Categorical,0.5144885,0.53517454,0.42941911,0.47235094,1,0.33465046,0.32535595,1,0.493931,1,No,No,No,Assessment of the work of: Vice-director/Vice-principal
555,p331c,Teacher questionnaire,Categorical,0.36064611,0.39713196,0.53810119,0.60024714,1,0.10638298,0.14328991,1,0.26688492,1,No,No,No,Assessment of the work of: Head of studies
556,p331d,Teacher questionnaire,Categorical,0.3617719,0.39563517,0.52841974,0.62712388,1,0.12279635,0.10845198,1,0.26361118,1,No,No,No,Assessment of the work of: Secretary
557,p331e,Teacher questionnaire,Categorical,0.35638767,0.37617691,0.46346034,0.55607044,1,0.10243161,0.09027567,1,0.2465374,1,No,No,No,Assessment of the work of: Counselor
558,p331f,Teacher questionnaire,Categorical,0.38815467,0.39626286,0.32386009,0.34476367,1,0.36079027,0.33292942,1,0.41354822,1,No,No,No,Assessment of the work of: Inspector
559,p331g,Teacher questionnaire,Categorical,1,1,0.0712055,0.09823911,1,0.0787234,0.09027567,1,0.23122639,1,No,No,No,Evaluation of the work of: Adviser of the Teachers' Center
560,p331j,Teacher questionnaire,Categorical,1,1,1,1,1,0.0787234,0.09027567,1,0.22901032,1,No,No,No,Evaluation of the work of: Support teacher of NEAE
561,pfc,Teacher questionnaire,Categorical,1,1,1,1,1,0.0787234,0.09027567,1,0.22936288,1,No,No,No,Main topic of the Training School Plan (PFC)
562,rep,Teacher questionnaire,Categorical,1,1,1,1,1,0.07142857,0.09027567,1,0.22241249,1,No,No,No,Teacher of the same class group last year
563,,,,,,,,,,,,,,,,,
564,,,,,,,,. ,,,,,,,,,
565,,,,,,,,. ,,,,,,,,,
